subword,entropy
##haf,0.4155311018026217
tó,1.6834509505553092
my,0.803944403883301
##rku,1.4430965672753264
dj,2.0922855465884242
##úp,1.4164421285534257
##if,2.889242013454683
##öt,1.963224049434614
##nun,1.9849356089528891
Ver,1.062116665637037
got,1.4724810194395392
grein,1.285055359730166
##rk,2.046870617584644
nó,0.6124937397916103
##veld,2.096132361680293
mor,2.25518450129512
##gun,0.9016353846608676
fyrst,0.898060602347477
fest,0.47645907516600516
##ing,1.6244942197843129
milli,1.17210889557748
vatn,0.4413615354294524
##anna,0.2774467859220223
##ingu,0.3096513158168878
Sa,0.5014213505860987
##rle,0.9555883630516474
Lá,0.6683526126512565
spre,0.24239285878832081
##tta,0.675708370484662
##ös,0.41466937570699747
##jur,1.5739110153932812
##tré,0.3816114800524688
hvert,0.7805750407531551
beri,1.6849279644437867
##xt,1.2946244568117897
te,1.1873492756885604
jur,3.4421868781560816
##ji,0.7191966786430872
tá,0.88340259259673
mark,0.45155571756716895
hi,1.2044351529719162
##rnu,0.3684715578121684
##rna,0.6567445260685993
##ldu,0.5003181061139598
sun,2.1124113711667496
##vik,0.6823002291112165
##fand,1.614395101689439
##ep,2.4755884950833797
fu,2.176949560057135
##glar,1.7141914933953215
laga,3.869705467316726
##rd,1.1820018284612146
##nur,0.2042075674787294
##gla,0.8611013583127716
ble,0.4988829185163537
##ssa,0.9855612376838534
Fr,1.0045149241165403
##gist,0.3062536014871257
##xi,1.705730819588065
##vari,0.18732074795270603
##gl,0.6304674081047817
##lgi,2.5043176614511453
fé,0.3106977279766135
##ind,0.8803146647325744
vill,1.9368772747605825
##id,1.0024549760874288
##nd,0.5123275945102216
dro,0.6401907894245156
fisk,1.1842698182305769
##fts,4.129602874864376
##ðinu,0.5661322661902295
kar,0.6566971649274594
##fal,2.405183923273449
##dis,0.813514399916307
##fy,1.445630504424872
##lli,1.241863159433594
##kku,0.6836211310132674
##ge,1.1333081549122526
##bera,0.43942737764863626
tr,0.8314275139093893
bera,0.6478297710006604
##ál,1.0354951752059418
har,0.5156840654035331
##rta,1.1908752803880949
