subword,entropy
##മായും,0.8892661523540845
##ച്ചത്,1.430996607418125
##ന്നാം,1.4154645831178025
##ണ്ടാം,0.5626391793473787
##ആ,0.5088771292395067
##ങ്ങിയ,1.3567691657420735
##ാലം,0.863120568566631
എന്നിവ,0.7693297231656377
വലിയ,0.7219280948873623
##തരം,0.8046133567630688
##ഗം,1.1256841572455476
##രമായ,0.8453509366224365
##യിലെ,0.9271625814486203
##തിന്റെ,1.8230297190752531
##ിരുന്ന,0.3100040891178039
##ാസം,0.7712899893469146
ഊ,0.6267425292314972
##ാണ്,0.7979347652299418
##ത്ത്,0.31538718216263406
##ൊരു,1.387298225021845
##ഢ,1.8907507470856326
##ാസ്,0.3312936240845352
അത്,0.9868886387364637
##ളുടെ,1.4614855350178226
ഏറ്റവും,1.0143655317782525
##ോടെ,0.9852281360342516
##ഹം,0.606853468966518
##ഭിച്ചു,0.3331824276805558
(,0.6194937178892974
),2.6421181363437176
##ദം,0.9544340029249649
##എ,1.1246960678799258
##റം,1.8963969928764792
##അ,0.9182958340544896
##ാളം,1.2728924237283072
സി,0.41927881437824027
!,0.4656645394196705
യു,0.4884029053057281
##റൊരു,1.885064487552421
തുടങ്ങി,1.630014001481885
##ിരുന്നു,0.5154199022221048
ശേഷം,0.6854174351728063
നടന്ന,0.8719896929671974
##ഡ,0.6350630362600593
##ഃ,1.5112900139976737
##മായിരുന്നു,0.7108840337252222
##മം,0.5382496343059013
##കം,0.739595763109
##ഉ,0.5862962461456613
##ാമത്തെ,0.8691168875232552
##ംഗ്,1.1497918480540885
നിന്നും,1.8072998608115625
##ധികം,0.9182958340544896
##ാത്രം,0.3124785506695887
##ിലെ,2.459576239329074
വരെ,0.4679309178304679
##ുകയും,0.5113419643214531
ചില,0.863120568566631
##ാഗം,1.9974145283199725
##്യം,0.3788874568472495
##ാരം,0.7215666000000499
ചെയ്യുന്നു,1.1791503429577463
##ഘ,0.9709505944546686
##ത്രം,0.39597634856456815
ഭാഷ,0.3359967946243025
ആദ്യ,0.41212937600639316
ലെ,1.3345920636988244
##ഫ്,1.3046056012297154
##ക്ക്,1.7322581711892955
##ഏ,3.362488083670548
##ഇ,0.3665452928881689
തന്നെ,0.699721103897875
##ാമം,0.9182958340544896
ആണ്,1.339408073313842
വളരെ,0.6666617059135194
##ക്കം,1.6330188858243913
##ദേശം,0.7912174588909309
##തമായ,0.5861578252372908
ബി,1.4657269381467368
എന്നീ,0.7455343006189793
##പ്പെടുന്ന,0.6181856464624236
##ഈ,0.19210592406462343
റ,0.8900873068979342
തുടങ്ങിയ,1.794899732420861
ഇവിടെ,0.5530612490602855
##ഛ,1.7146800279734986
ഛ,0.369883845742136
##ഷണം,0.5422572156011634
മറ്റു,1.6281466698283742
##രണം,0.9519941718131162
ചെറിയ,0.6438267475597095
##ളിലെ,0.9037855504730071
##യപ്പെടുന്നു,0.8689485600910838
ഐ,0.9747479093886271
വിവിധ,4.112814895472356
##ാവ്,0.36349356539029465
കൂടാതെ,0.5325208243615044
##യാണ്,2.2952387914397767
ഇത്,0.2108763013452587
നു,1.4180463631740585
##തിനു,3.2389008637035994
##ക്കുകയും,0.7723551744811661
:,0.39979131267981066
##ന്നത്,0.568183195750404
##ഥം,0.5712089193623231
പ്രകാരം,2.6526798379409957
എസ്,2.0981737141499104
പല,0.2973347955717201
പുതിയ,0.6473612611367087
##ത്തിനു,3.96056906746968
സ്ഥിതി,0.13187196444429844
##ഒ,1.4632301220477708
ഖ,0.9648230375613862
[UNK],1.0
ഘ,0.7387629573737954
ഋ,4.751655199157095
ഷ,1.568256031393857
##ന്ത്യ,3.131273677738681
പ്രധാന,0.3033310819712728
##്രീ,0.21489596664555466
##ാരണം,0.5276088560626031
##സ്ഥാന,0.7139187451327678
##പ്പെടുന്നു,2.0258196949369087
ഡ,2.75
##ോസ്,0.21672023374715366
നേടി,2.5163823546639486
"""",0.9506035259747065
',5.19959326715893
